"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Primula latifola",2.03068,42.61484,5.10672903060913,8.76025009155273,34.3011245727539,610.797607421875,19.8985004425049,-5.64074993133545,25.539249420166,2.36766672134399,13.0687084197998,13.0687084197998,-1.60395836830139,1231,134,63,20.5184535980225,381,232,232,325
"Primula latifola",7.00015,45.046343,6.28644800186157,8.25356292724609,33.3666000366211,620.036315917969,20.1202507019043,-4.61574983596802,24.7360000610352,3.0432915687561,14.1002502441406,14.1604995727539,-0.721458375453949,1080,111,62,14.9870128631592,308,222,225,270
"Primula latifola",1.932592,42.570166,2.90894794464111,8.75610446929932,32.8735046386719,645.086975097656,18.5292491912842,-8.10649967193604,26.6357498168945,0.146916776895523,11.3608331680298,11.3608331680298,-4.13845825195312,1407,155,68,22.4500026702881,440,250,250,383
"Primula latifola",7.08718,45.29225,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",2.16997,42.45383,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",6.69263,45.2505,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.40993,45.07053,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",7.43031,44.02435,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",7.459373,44.077229,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",6.82645,45.15797,2.72462487220764,7.59254169464111,31.4299869537354,611.40625,16.5917491912842,-7.56524991989136,24.1569995880127,0.0988333374261856,10.4529581069946,10.6498746871948,-3.89158320426941,1297,138,68,19.1756210327148,394,241,242,363
"Primula latifola",6.679,45.23696,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",1.89421,42.57533,2.90894794464111,8.75610446929932,32.8735046386719,645.086975097656,18.5292491912842,-8.10649967193604,26.6357498168945,0.146916776895523,11.3608331680298,11.3608331680298,-4.13845825195312,1407,155,68,22.4500026702881,440,250,250,383
"Primula latifola",7.43731,44.11421,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",7.284229,45.418622,1.78682291507721,6.51447916030884,28.8599262237549,591.172302246094,14.5074996948242,-8.06525039672852,22.5727500915527,-0.530666649341583,9.49895858764648,9.49895858764648,-4.52125024795532,1267,125,73,15.2731084823608,360,249,249,333
"Primula latifola",6.54554,45.23725,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.54611,45.23702,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.54367,45.2418,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.69145,45.21945,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.72901,45.25504,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.47189,44.91821,0.111177064478397,6.59756231307983,28.2224521636963,612.728820800781,13.5837497711182,-9.79325008392334,23.3769989013672,-5.14450025558472,7.80887508392334,8.13325023651123,-6.44483327865601,1316,146,65,21.2767009735107,408,235,241,375
"Primula latifola",6.54461,45.23701,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",2.34963,42.42723,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",7.10871,45.3666,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.09728,45.38505,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.11313,44.96971,2.83529162406921,7.76258325576782,31.4401931762695,622.72021484375,16.963249206543,-7.72674989700317,24.689998626709,0.132833391427994,10.6801662445068,10.8217086791992,-4.07904148101807,1384,157,69,20.7903842926025,432,254,260,386
"Primula latifola",2.335236,42.524525,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",9.801778,46.231278,1.52178120613098,8.51022911071777,34.5274085998535,601.056884765625,14.3602495193481,-10.2875003814697,24.6477508544922,9.05474948883057,-5.39395809173584,9.05474948883057,-5.39395809173584,931,102,42,26.5572147369385,298,153,298,153
"Primula latifola",2.02057,42.53549,5.10672903060913,8.76025009155273,34.3011245727539,610.797607421875,19.8985004425049,-5.64074993133545,25.539249420166,2.36766672134399,13.0687084197998,13.0687084197998,-1.60395836830139,1231,134,63,20.5184535980225,381,232,232,325
"Primula latifola",10.18369,46.045177,4.05569791793823,9.19393730163574,34.4891204833984,649.180480957031,18.0900001525879,-8.56750011444092,26.6575012207031,12.1405830383301,-3.67041683197021,12.1405830383301,-3.67041683197021,523,64,18,39.3580322265625,185,68,185,68
"Primula latifola",2.148777,42.366494,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.139373,42.365615,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.849589,45.35302,-0.780333280563354,6.09179162979126,26.5082359313965,612.158508300781,12.44225025177,-10.5384998321533,22.9807510375977,-5.79320812225342,7.26208353042603,7.26208353042603,-7.41154146194458,1441,153,80,18.5022640228271,433,270,270,394
"Primula latifola",10.06927,46.698749,-0.450968742370605,8.08652114868164,32.8894157409668,609.463806152344,12.4037504196167,-12.1832504272461,24.5870018005371,6.99045848846436,-7.14629173278809,6.99045848846436,-7.58970832824707,1041,119,62,20.9520168304443,344,208,344,210
"Primula latifola",10.134893,46.742733,-0.450968742370605,8.08652114868164,32.8894157409668,609.463806152344,12.4037504196167,-12.1832504272461,24.5870018005371,6.99045848846436,-7.14629173278809,6.99045848846436,-7.58970832824707,1041,119,62,20.9520168304443,344,208,344,210
"Primula latifola",6.87989,45.20348,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.92824,45.16572,3.64869785308838,7.61839580535889,31.7452983856201,606.753784179688,17.3430004119873,-6.65549993515015,23.9985008239746,0.887208342552185,11.3336248397827,11.4796667098999,-2.9762499332428,1211,125,65,17.4894790649414,361,232,232,329
"Primula latifola",6.90659,45.22058,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.69017,45.30556,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",7.55483,44.01923,7.55794763565063,6.74935388565063,29.3619327545166,605.232116699219,20.4737491607666,-2.51300001144409,22.9867496490479,4.62216663360596,15.2972917556763,15.2972917556763,0.805750012397766,954,121,34,28.2703304290771,304,149,149,242
"Primula latifola",6.64024,45.33101,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.712,45.18843,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",9.802424,46.644556,-1.0061354637146,7.58993768692017,32.0551490783691,588.938842773438,11.4087495803833,-12.2690000534058,23.6777496337891,6.25837469100952,-7.46062517166138,6.25837469100952,-7.74395847320557,1169,128,66,19.6237201690674,373,230,373,230
"Primula latifola",6.70895,45.32188,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",7.44542,44.10537,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",2.12619,42.387385,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.94362,45.20542,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",9.958477,46.539002,-0.898531198501587,8.50810432434082,33.4625511169434,621.686096191406,12.3739995956421,-13.0517501831055,25.4257507324219,6.69549989700317,-7.72208309173584,6.69549989700317,-8.20220851898193,1008,113,55,22.0268936157227,331,191,331,193
"Primula latifola",7.109179,45.365857,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.720704,45.265204,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",2.4568,42.51539,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.71148,45.28769,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",10.214858,46.490708,-0.274052053689957,7.98035430908203,32.4784202575684,611.589050292969,12.6820001602173,-11.8892498016357,24.5712509155273,7.29741668701172,-7.34299993515015,7.29741668701172,-7.34299993515015,642,74,32,26.0958938598633,218,113,218,113
"Primula latifola",2.4597,42.53595,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",7.158733,44.704718,3.36869788169861,7.05693769454956,29.806604385376,615.319702148438,16.835750579834,-6.84000015258789,23.6757507324219,0.633083403110504,11.1676254272461,11.3045415878296,-3.3657500743866,1116,117,56,18.6976699829102,327,210,215,286
"Primula latifola",6.53074,44.71806,4.92921876907349,8.60843753814697,33.3247032165527,637.392822265625,19.5774993896484,-6.25449991226196,25.8319988250732,1.82949995994568,12.9897918701172,13.0010833740234,-2.28179168701172,1167,126,59,20.1849136352539,366,217,222,320
"Primula latifola",2.45101,42.5472,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",2.46242,42.51622,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.91216,45.1735,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.62185,45.33405,4.67343759536743,8.22591686248779,32.5392265319824,630.338806152344,18.8177509307861,-6.46225023269653,25.2800006866455,-1.38387501239777,12.5402917861938,12.5580415725708,-2.54858350753784,1367,144,81,16.948860168457,413,269,274,393
"Primula latifola",6.62642,45.32976,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",7.369312,45.395825,4.86566686630249,7.59083318710327,32.3048553466797,599.082336425781,17.9209995269775,-5.57649993896484,23.4974994659424,6.39316654205322,12.4944581985474,12.4944581985474,-1.77862501144409,1129,116,70,13.6424598693848,315,240,240,269
"Primula latifola",6.71218,45.18782,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.62149,45.33833,4.67343759536743,8.22591686248779,32.5392265319824,630.338806152344,18.8177509307861,-6.46225023269653,25.2800006866455,-1.38387501239777,12.5402917861938,12.5580415725708,-2.54858350753784,1367,144,81,16.948860168457,413,269,274,393
"Primula latifola",6.91819,45.16948,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",2.47141,42.53656,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.91078,45.17669,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",2.45437,42.51943,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.46554,45.08451,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",2.46729,42.52752,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.62958,45.23708,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",2.14557,42.43736,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",7.09661,45.37606,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.91932,45.22013,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.72954,45.35023,0.757916629314423,6.65925025939941,28.5988845825195,608.961547851562,13.9657497406006,-9.31925010681152,23.2849998474121,-4.48266696929932,8.63512516021729,8.63512516021729,-5.8535418510437,1473,156,83,17.9972267150879,443,278,278,419
"Primula latifola",2.10688,42.40075,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.11732,42.39919,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.12875,42.45392,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.13483,42.45397,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.1334,42.46032,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.52781,45.07996,0.983333349227905,6.89254188537598,28.7650680541992,623.2978515625,14.8979997634888,-9.06350040435791,23.9615001678467,-4.36516666412354,8.823166847229,9.13508319854736,-5.66187524795532,1397,153,72,20.4156837463379,430,255,257,398
"Primula latifola",6.51455,45.07137,0.983333349227905,6.89254188537598,28.7650680541992,623.2978515625,14.8979997634888,-9.06350040435791,23.9615001678467,-4.36516666412354,8.823166847229,9.13508319854736,-5.66187524795532,1397,153,72,20.4156837463379,430,255,257,398
"Primula latifola",7.37353,44.05631,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",2.11517,42.44419,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.400919,45.060478,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",2.133452,42.363807,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.3672,45.05339,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",1.73978,42.52915,2.91227078437805,8.90312480926514,32.8519515991211,656.128540039062,18.8174991607666,-8.2832498550415,27.1007499694824,0.0824999436736107,11.4660415649414,11.4660415649414,-4.31199979782104,1394,152,70,21.2510871887207,429,253,253,374
"Primula latifola",10.06581,46.26841,3.89255213737488,9.6080207824707,35.6397132873535,646.033325195312,17.9610004425049,-8.9977502822876,26.9587516784668,11.9495830535889,-2.88366675376892,11.9495830535889,-3.78666687011719,674,80,27,34.656551361084,235,99,235,99
"Primula latifola",9.48737,46.41535,1.27119791507721,7.94177103042603,33.3708877563477,586.357727050781,13.8882503509521,-9.91024971008301,23.7985000610352,8.65766716003418,-5.32979154586792,8.65766716003418,-5.32979154586792,1336,139,64,23.5567607879639,413,229,413,229
"Primula latifola",9.980282,46.722083,-1.1223646402359,7.55814599990845,31.6827011108398,596.368530273438,11.4209995269775,-12.4347496032715,23.855749130249,6.17749977111816,-7.69933319091797,6.20191669464111,-7.97183322906494,1217,137,74,19.4901256561279,395,248,376,252
"Primula latifola",2.09362,42.38389,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.09944,42.38643,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",10.126585,46.733035,-0.450968742370605,8.08652114868164,32.8894157409668,609.463806152344,12.4037504196167,-12.1832504272461,24.5870018005371,6.99045848846436,-7.14629173278809,6.99045848846436,-7.58970832824707,1041,119,62,20.9520168304443,344,208,344,210
"Primula latifola",9.794955,46.39365,-1.19239580631256,7.87841653823853,32.3984680175781,600.997009277344,11.4965000152588,-12.8207502365112,24.3172492980957,6.22837495803833,-8.07779121398926,6.22837495803833,-8.07779121398926,1023,110,53,20.9054012298584,323,191,323,191
"Primula latifola",9.787464,46.413812,-1.19239580631256,7.87841653823853,32.3984680175781,600.997009277344,11.4965000152588,-12.8207502365112,24.3172492980957,6.22837495803833,-8.07779121398926,6.22837495803833,-8.07779121398926,1023,110,53,20.9054012298584,323,191,323,191
"Primula latifola",6.92023,45.16835,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",2.2187,42.44742,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",1.88625,42.5682,2.90894794464111,8.75610446929932,32.8735046386719,645.086975097656,18.5292491912842,-8.10649967193604,26.6357498168945,0.146916776895523,11.3608331680298,11.3608331680298,-4.13845825195312,1407,155,68,22.4500026702881,440,250,250,383
"Primula latifola",2.1458,42.43686,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",7.10048,45.3631,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",2.19468,42.42474,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",2.04591,42.61496,5.10672903060913,8.76025009155273,34.3011245727539,610.797607421875,19.8985004425049,-5.64074993133545,25.539249420166,2.36766672134399,13.0687084197998,13.0687084197998,-1.60395836830139,1231,134,63,20.5184535980225,381,232,232,325
"Primula latifola",2.04299,42.60688,5.10672903060913,8.76025009155273,34.3011245727539,610.797607421875,19.8985004425049,-5.64074993133545,25.539249420166,2.36766672134399,13.0687084197998,13.0687084197998,-1.60395836830139,1231,134,63,20.5184535980225,381,232,232,325
"Primula latifola",2.2159,42.42812,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",2.22496,42.43395,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",7.08231,45.25534,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
